mode	id	prompt_tokens	generated_tokens	decode_s	gen_tps	draft_slots	draft_accepted	draft_blocks	acceptance_pct	output_file
strict_byte	case_044	20	128	4.061533	31.515194	182	91	37	50.000	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_044.txt
strict_byte	case_045	18	128	5.059039	25.301248	242	78	49	32.231	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_045.txt
strict_byte	case_046	19	128	4.453899	28.738865	196	88	40	44.898	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_046.txt
strict_byte	case_047	16	128	4.472490	28.619404	219	84	44	38.356	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_047.txt
strict_byte	case_048	18	128	4.861419	26.329761	199	88	40	44.221	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_048.txt
strict_byte	case_049	18	128	4.266062	30.004252	203	86	41	42.365	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_049.txt
strict_byte	case_050	27	128	4.233292	30.236516	185	89	38	48.108	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_050.txt
strict_byte	case_051	21	128	5.120511	24.997505	243	78	49	32.099	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_051.txt
strict_byte	case_052	19	128	4.850635	26.388298	212	85	43	40.094	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_052.txt
strict_byte	case_053	22	128	3.820905	33.499917	159	96	32	60.377	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_053.txt
strict_byte	case_054	24	128	4.783031	26.761273	215	83	44	38.605	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_054.txt
strict_byte	case_055	25	128	5.076329	25.215072	231	80	48	34.632	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_055.txt
strict_byte	case_056	18	128	4.872144	26.271801	229	82	46	35.808	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_056.txt
strict_byte	case_057	22	128	5.109653	25.050625	213	84	43	39.437	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_057.txt
strict_byte	case_058	25	128	4.230924	30.253439	190	90	38	47.368	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_058.txt
strict_byte	case_059	23	128	4.811500	26.602930	198	87	40	43.939	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_059.txt
strict_byte	case_060	17	128	3.278693	39.039947	132	101	27	76.515	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_060.txt
strict_byte	case_061	16	128	4.890066	26.175516	214	85	43	39.720	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_061.txt
strict_byte	case_062	14	128	4.465472	28.664383	187	89	38	47.594	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_062.txt
strict_byte	case_063	15	128	3.690715	34.681627	137	100	28	72.993	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_063.txt
strict_byte	case_064	12	128	4.222075	30.316847	175	92	35	52.571	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_064.txt
strict_byte	case_065	15	128	4.444562	28.799238	210	85	42	40.476	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_065.txt
strict_byte	case_066	16	128	4.479972	28.571607	220	83	44	37.727	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_066.txt
strict_byte	case_067	17	128	4.546551	28.153209	222	83	45	37.387	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_067.txt
strict_byte	case_068	17	128	4.989778	25.652444	253	77	51	30.435	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_068.txt
strict_byte	case_069	18	128	5.109808	25.049865	225	82	46	36.444	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_069.txt
strict_byte	case_070	24	128	4.270744	29.971359	175	93	35	53.143	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_070.txt
strict_byte	case_071	24	128	4.387384	29.174561	205	87	41	42.439	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_071.txt
strict_byte	case_072	17	128	5.398069	23.712183	232	80	47	34.483	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_072.txt
strict_byte	case_073	15	128	4.128087	31.007098	160	96	32	60.000	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_073.txt
strict_byte	case_074	15	128	4.530604	28.252304	205	86	41	41.951	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_074.txt
strict_byte	case_075	16	128	4.601776	27.815348	201	86	41	42.786	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_075.txt
strict_byte	case_076	22	128	4.472587	28.618784	191	87	40	45.550	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_076.txt
strict_byte	case_077	24	128	4.899575	26.124715	207	85	43	41.063	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_077.txt
strict_byte	case_078	28	128	5.002191	25.588787	224	81	46	36.161	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_078.txt
strict_byte	case_079	20	128	5.305519	24.125821	269	73	55	27.138	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_079.txt
strict_byte	case_080	13	16	0.625641	25.573772	31	10	7	32.258	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_080.txt
strict_byte	case_081	13	128	4.237773	30.204544	193	89	39	46.114	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_081.txt
strict_byte	case_082	16	128	3.843441	33.303490	158	95	33	60.127	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_082.txt
strict_byte	case_083	19	24	0.695873	34.489052	27	19	6	70.370	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_083.txt
strict_byte	case_084	23	21	0.641507	32.735418	21	17	5	80.952	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_084.txt
strict_byte	case_085	18	109	4.099638	26.587713	185	72	38	38.919	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_085.txt
strict_byte	case_086	16	128	4.617232	27.722237	226	82	46	36.283	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_086.txt
strict_byte	case_087	12	128	4.619154	27.710702	220	83	45	37.727	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_087.txt
strict_byte	case_088	14	128	4.824913	26.528976	238	78	49	32.773	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_088.txt
strict_byte	case_089	12	128	4.593101	27.867883	213	85	43	39.906	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_089.txt
strict_byte	case_090	17	128	4.535252	28.223349	206	86	42	41.748	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_090.txt
strict_byte	case_091	14	128	4.596354	27.848160	183	90	38	49.180	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_091.txt
strict_byte	case_092	15	128	4.092354	31.277842	166	93	34	56.024	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_092.txt
strict_byte	case_093	17	128	4.627030	27.663534	200	87	40	43.500	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_093.txt
strict_byte	case_094	16	7	0.261251	26.794156	7	6	2	85.714	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_094.txt
strict_byte	case_095	17	13	0.390619	33.280511	12	11	3	91.667	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_095.txt
strict_byte	case_096	15	11	0.341699	32.192075	15	9	3	60.000	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_096.txt
strict_byte	case_097	22	10	0.281825	35.483013	9	9	2	100.000	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_097.txt
strict_byte	case_098	20	8	0.303051	26.398197	12	6	3	50.000	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_098.txt
strict_byte	case_099	22	15	0.428404	35.013679	15	12	3	80.000	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_099.txt
