ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
8192,8192,363.22,8,26.59,136750476
16384,8192,343.05,8,26.68,249505164
24576,8192,327.76,8,26.10,362259852
32768,8192,310.77,8,25.42,475014540
40960,8192,298.31,8,24.72,587769228
49152,8192,284.31,8,24.66,700523916
57344,8192,273.20,8,24.07,813278604
65536,8192,262.40,8,24.04,926033292
