ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
8192,8192,340.85,32,25.74,136750476
16384,8192,296.76,32,25.45,249505164
24576,8192,282.41,32,24.99,362259852
32768,8192,267.83,32,24.52,475014540
40960,8192,259.80,32,24.13,587769228
49152,8192,248.06,32,23.48,700523916
57344,8192,235.90,32,23.42,813278604
65536,8192,231.30,32,23.06,926033292
