ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
8192,8192,375.90,8,26.92,136750476
16384,8192,345.63,8,26.54,249505164
24576,8192,330.35,8,25.74,362259852
32768,8192,314.37,8,25.88,475014540
