ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
8192,8192,353.06,32,26.54,136750476
16384,8192,305.26,32,25.94,249505164
24576,8192,290.46,32,27.54,362259852
32768,8192,337.76,32,28.83,475014540
40960,8192,335.19,32,28.44,587769228
49152,8192,321.38,32,28.05,700523916
57344,8192,307.86,32,27.58,813278604
65536,8192,295.18,32,27.14,926033292
