ctx_tokens,prefill_tokens,prefill_tps,gen_tokens,gen_tps,kvcache_bytes
8192,8192,343.90,8,26.36,136750476
16384,8192,328.09,8,26.11,249505164
24576,8192,312.74,8,25.89,362259852
32768,8192,299.78,8,25.45,475014540
