label	budget	path	generation_tps	generated_tokens	decode_s	acceptance_pct	accepted	draft_slots	draft_tps	verify_proposed_tps	verify_accepted_tps	block_ms	draft_ms	verify_ms	overhead_ms	commit_ms	tau	blocks	decode_eq_draft	decode_eq_verify	decode_eq_overhead	decode_eq_block	baseline_decode_ms	unified_backend	unified_active_n	tfwd_decode_calls	tfwd_decode_avg_ms	tfwd_verify_calls	tfwd_verify_avg_ms	tfwd_verify_min_ms	tfwd_verify_max_ms	tfwd_failed_calls	tfwd_n1_avg_ms	tfwd_n2_avg_ms	tfwd_n3_avg_ms	tfwd_n4_avg_ms	tfwd_n5_avg_ms	disp_n	disp_total	disp_attn	disp_kv	disp_comp	disp_index	disp_heads	disp_output_hc	disp_ffn_pre	disp_router	disp_routed_moe	disp_ordered_sum	disp_shared	disp_post_hc	disp_target_hidden	disp_head	disp_topk	disp_read	route_n	route_slots	route_unique	route_reuse	route_dup_pct	route_pair_overlap	route_max_multiplicity	route_unique_min	route_unique_max	route_reuse125_layers	route_reuse150_layers	sp_block	sp_path	sp_n	sp_layers	sp_calls	sp_indexed	sp_avg_rows	sp_raw_row_keys	sp_raw_shared_est	sp_raw_saved	sp_raw_reuse	sp_raw_common_row_keys	sp_comp_row_keys	sp_comp_shared_est	sp_comp_saved	sp_comp_reuse	sp_comp_common_row_keys
baseline		bench-results/dspark_nomask_phase0_n1000_193227/baseline.err	33.12	1000	30.196																																																																														
dspark_b2	2	bench-results/dspark_nomask_phase0_n1000_193227/dspark_b2.err	29.17	1000	34.281	85.1	630	740	211.5	38.7	32.9	62.53	9.45	51.68	1.40	0.96	2.70	370	0.31	1.71	0.05	2.07	30.19															2	609	43	43	82	42	86	43	43	43	43	43	43	43	6	1	1	2	2	516	391	1.32	24.2	2.91	2	7	12	29	19	1	hybrid	2	43	43	0	2.00	1849	946	903	1.95	1806	210	105	105	2.00	210
dspark_b3	3	bench-results/dspark_nomask_phase0_n1000_193227/dspark_b3.err	32.22	1000	31.035	78.7	702	892	247.5	49.6	39.0	73.94	12.10	60.34	1.50	1.06	3.36	298	0.40	2.00	0.05	2.45	30.19															3	718	43	43	123	63	129	43	43	43	43	43	43	43	9	1	1	2	3	774	560	1.38	27.6	2.08	3	9	18	33	20	1	hybrid	3	43	43	0	3.00	2838	1032	1806	2.75	2709	315	105	210	3.00	315
dspark_b4	4	bench-results/dspark_nomask_phase0_n1000_193227/dspark_b4.err	34.48	1000	29.001	80.4	762	948	268.2	53.0	42.6	92.18	14.92	75.51	1.76	1.30	4.22	237	0.49	2.50	0.06	3.05	30.19															4	827	43	43	164	84	172	43	43	43	43	43	43	43	12	1	1	2	4	1032	679	1.52	34.2	2.08	4	11	24	36	29	1	hybrid	4	43	43	0	4.00	3870	1161	2709	3.33	3612	441	126	315	3.50	420
dspark_b5	5	bench-results/dspark_nomask_phase0_n1000_193227/dspark_b5.err	35.35	1000	28.290	77.1	794	1030	277.0	57.3	44.2	107.27	18.05	87.27	1.95	1.51	4.85	206	0.60	2.89	0.06	3.55	30.19															5	936	43	43	205	105	215	43	43	43	43	43	43	43	15	1	1	2	5	1290	766	1.68	40.6	2.15	5	12	30	40	33	1	hybrid	5	43	43	0	5.00	4945	1333	3612	3.71	4515	567	147	420	3.86	525
