path	chars	lines	unique_lines	max_repeated_line_run	max_duplicate_declaration_count	duplicate_declaration_names	max_duplicate_css_selector_count	duplicate_css_selectors	malformed_assignment_lines	malformed_html_lines	malformed_css_lines	max_4gram_count	max_8gram_count	suspect
bench-results/html_si010_fast_static5_234640/run.out	12415	389	312	5	3	invaderMoveCounter:3,l:3,score:2,lives:2,level:2,gameOver:2,winFlag:2,invaders:2,invaderDir:2,invaderSpeed:2,playerLasers:2,enemyLasers:2	4	for (let inv of invaders):4,} else:2,for (let i = playerLasers.length - 1; i >= 0; i--):2	3	0	4	7	4	1
