label	budget	path	generation_tps	generated_tokens	decode_s	acceptance_pct	accepted	draft_slots	draft_tps	verify_proposed_tps	verify_accepted_tps	block_ms	draft_ms	verify_ms	overhead_ms	commit_ms	tau	blocks	decode_eq_draft	decode_eq_verify	decode_eq_overhead	decode_eq_block	baseline_decode_ms	unified_backend	unified_active_n	tfwd_decode_calls	tfwd_decode_avg_ms	tfwd_verify_calls	tfwd_verify_avg_ms	tfwd_verify_min_ms	tfwd_verify_max_ms	tfwd_failed_calls	tfwd_n1_avg_ms	tfwd_n2_avg_ms	tfwd_n3_avg_ms	tfwd_n4_avg_ms	tfwd_n5_avg_ms	disp_n	disp_total	disp_attn	disp_kv	disp_comp	disp_index	disp_heads	disp_output_hc	disp_ffn_pre	disp_router	disp_routed_moe	disp_ordered_sum	disp_shared	disp_post_hc	disp_target_hidden	disp_head	disp_topk	disp_read	route_n	route_slots	route_unique	route_reuse	route_dup_pct	route_pair_overlap	route_max_multiplicity	route_unique_min	route_unique_max	route_reuse125_layers	route_reuse150_layers	sp_block	sp_path	sp_n	sp_layers	sp_calls	sp_indexed	sp_avg_rows	sp_raw_row_keys	sp_raw_shared_est	sp_raw_saved	sp_raw_reuse	sp_raw_common_row_keys	sp_comp_row_keys	sp_comp_shared_est	sp_comp_saved	sp_comp_reuse	sp_comp_common_row_keys
baseline		bench-results/dspark_planc_sharedprefix_backend_n32_190227/baseline.err	33.40	32	0.958																																																																														
dspark_b4	4	bench-results/dspark_planc_sharedprefix_backend_n32_190227/dspark_b4.err	31.91	32	1.003	63.9	23	36	267.7	61.9	39.5	81.44	14.94	64.65	1.84	1.34	3.56	9	0.50	2.16	0.06	2.72	29.94																																												1	hybrid	4	43	43	0	4.00	3870	1161	2709	3.33	3612	441	126	315	3.50	420
dspark_unified_shared_prefix_b4	4	bench-results/dspark_planc_sharedprefix_backend_n32_190227/dspark_unified_shared_prefix_b4.err	33.03	32	0.969	63.9	23	36	273.4	65.5	41.8	77.60	14.63	61.11	1.86	1.33	3.56	9	0.49	2.04	0.06	2.59	29.94	shared_prefix	4	9	29.888	8	68.712	66.130	81.177		29.888			68.712																															1	hybrid	4	43	43	0	4.00	3870	1161	2709	3.33	3612	441	126	315	3.50	420
