mode	id	prompt_tokens	generated_tokens	decode_s	gen_tps	draft_slots	draft_accepted	draft_blocks	acceptance_pct	byte_equal_vs_no_draft	char_lcp_vs_no_draft	token_lcp_vs_no_draft	chars	words	lines	max_repeated_line_run	early_stop	output_file
no_draft	case_013	22	128	4.021273	31.830716	0	0	0	0.000	1	439	73	439	73	3	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_013.txt
no_draft	case_014	21	128	4.025863	31.794425	0	0	0	0.000	1	487	76	487	76	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_014.txt
no_draft	case_015	22	128	4.029426	31.766311	0	0	0	0.000	1	444	69	444	69	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_015.txt
no_draft	case_016	19	128	4.028298	31.775206	0	0	0	0.000	1	504	72	504	72	5	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_016.txt
no_draft	case_017	26	128	4.037968	31.699112	0	0	0	0.000	1	499	68	499	68	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_017.txt
no_draft	case_018	25	128	4.028084	31.776894	0	0	0	0.000	1	487	62	487	62	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_018.txt
no_draft	case_019	19	128	4.061570	31.514907	0	0	0	0.000	1	487	78	487	78	5	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_019.txt
no_draft	case_020	18	128	4.025163	31.799954	0	0	0	0.000	1	526	90	526	90	12	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_020.txt
no_draft	case_021	18	128	4.024948	31.801653	0	0	0	0.000	1	478	89	478	89	19	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_021.txt
no_draft	case_022	16	128	4.049242	31.610855	0	0	0	0.000	1	590	95	590	95	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_022.txt
no_draft	case_023	14	128	4.021772	31.826767	0	0	0	0.000	1	584	95	584	95	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_023.txt
no_draft	case_024	15	128	4.023475	31.813296	0	0	0	0.000	1	621	94	621	94	10	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_024.txt
no_draft	case_025	20	128	4.028097	31.776792	0	0	0	0.000	1	474	85	474	85	16	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_025.txt
no_draft	case_026	17	128	4.025299	31.798880	0	0	0	0.000	1	647	89	647	89	13	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_026.txt
no_draft	case_027	14	128	4.027275	31.783278	0	0	0	0.000	1	651	97	651	97	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_027.txt
no_draft	case_028	16	128	4.035867	31.715614	0	0	0	0.000	1	581	87	581	87	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_028.txt
no_draft	case_029	18	128	4.026674	31.788022	0	0	0	0.000	1	593	89	593	89	6	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_029.txt
no_draft	case_030	23	128	4.041481	31.671558	0	0	0	0.000	1	537	79	537	79	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_030.txt
no_draft	case_031	22	128	4.020678	31.835427	0	0	0	0.000	1	451	78	451	78	15	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_031.txt
no_draft	case_032	18	128	4.029989	31.761873	0	0	0	0.000	1	475	70	475	70	10	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_032.txt
no_draft	case_033	15	128	4.022499	31.821015	0	0	0	0.000	1	499	77	499	77	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_033.txt
no_draft	case_034	22	128	4.023949	31.809548	0	0	0	0.000	1	408	40	408	40	15	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_034.txt
no_draft	case_035	23	128	4.022048	31.824583	0	0	0	0.000	1	465	77	465	77	12	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_035.txt
no_draft	case_036	21	128	4.028088	31.776863	0	0	0	0.000	1	436	65	436	65	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_036.txt
no_draft	case_037	18	128	4.042301	31.665133	0	0	0	0.000	1	517	76	517	76	5	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_037.txt
no_draft	case_038	26	128	4.026802	31.787011	0	0	0	0.000	1	450	71	450	71	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_038.txt
no_draft	case_039	23	128	4.027736	31.779640	0	0	0	0.000	1	477	70	477	70	8	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_039.txt
no_draft	case_040	21	128	4.045886	31.637075	0	0	0	0.000	1	541	83	541	83	5	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_040.txt
no_draft	case_041	15	128	4.025153	31.800033	0	0	0	0.000	1	570	93	570	93	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_041.txt
no_draft	case_042	14	128	4.017143	31.863441	0	0	0	0.000	1	445	76	445	76	16	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_042.txt
no_draft	case_043	18	128	4.019029	31.848489	0	0	0	0.000	1	481	58	481	58	22	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_043.txt
no_draft	case_044	20	128	4.027359	31.782615	0	0	0	0.000	1	522	77	522	77	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_044.txt
no_draft	case_045	18	128	4.024229	31.807335	0	0	0	0.000	1	644	100	644	100	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_045.txt
no_draft	case_046	19	128	4.024229	31.807335	0	0	0	0.000	1	535	92	535	92	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_046.txt
no_draft	case_047	16	128	4.024929	31.801803	0	0	0	0.000	1	605	96	605	96	12	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_047.txt
no_draft	case_048	18	128	4.040783	31.677029	0	0	0	0.000	1	610	90	610	90	8	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_048.txt
no_draft	case_049	18	128	4.027403	31.782268	0	0	0	0.000	1	624	100	624	100	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_049.txt
no_draft	case_050	27	128	4.021273	31.830716	0	0	0	0.000	1	482	75	482	75	5	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_050.txt
no_draft	case_051	21	128	4.046340	31.633526	0	0	0	0.000	1	466	72	466	72	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_051.txt
no_draft	case_052	19	128	4.023717	31.811382	0	0	0	0.000	1	459	72	459	72	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_052.txt
no_draft	case_053	22	128	4.025498	31.797308	0	0	0	0.000	1	411	50	411	50	31	3	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_053.txt
no_draft	case_054	24	128	4.024888	31.802127	0	0	0	0.000	1	431	64	431	64	10	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_054.txt
no_draft	case_055	25	128	4.025757	31.795262	0	0	0	0.000	1	500	70	500	70	8	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_055.txt
no_draft	case_056	18	128	4.027180	31.784028	0	0	0	0.000	1	486	73	486	73	6	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_056.txt
no_draft	case_057	22	128	4.027371	31.782520	0	0	0	0.000	1	443	75	443	75	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_057.txt
no_draft	case_058	25	128	4.045803	31.637724	0	0	0	0.000	1	446	74	446	74	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_058.txt
no_draft	case_059	23	128	4.029522	31.765554	0	0	0	0.000	1	486	74	486	74	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_059.txt
no_draft	case_060	17	128	4.036064	31.714066	0	0	0	0.000	1	405	63	405	63	16	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_060.txt
no_draft	case_061	16	128	4.043737	31.653888	0	0	0	0.000	1	596	100	596	100	13	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_061.txt
no_draft	case_062	14	128	4.024959	31.801566	0	0	0	0.000	1	620	87	620	87	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_062.txt
no_draft	case_063	15	128	4.021852	31.826134	0	0	0	0.000	1	465	68	465	68	20	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_063.txt
no_draft	case_064	12	128	4.020345	31.838064	0	0	0	0.000	1	528	95	528	95	12	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_064.txt
no_draft	case_065	15	128	4.023891	31.810007	0	0	0	0.000	1	536	96	536	96	12	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_065.txt
no_draft	case_066	16	128	4.026516	31.789269	0	0	0	0.000	1	579	84	579	84	17	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_066.txt
no_draft	case_067	17	128	4.021305	31.830463	0	0	0	0.000	1	615	108	615	108	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_067.txt
no_draft	case_068	17	128	4.021795	31.826585	0	0	0	0.000	1	619	94	619	94	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_068.txt
no_draft	case_069	18	128	4.034951	31.722814	0	0	0	0.000	1	610	98	610	98	8	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_069.txt
no_draft	case_070	24	128	4.023551	31.812695	0	0	0	0.000	1	424	75	424	75	17	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_070.txt
no_draft	case_071	24	128	4.039686	31.685631	0	0	0	0.000	1	482	77	482	77	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_071.txt
no_draft	case_072	17	128	4.023011	31.816965	0	0	0	0.000	1	510	77	510	77	9	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_072.txt
no_draft	case_073	15	128	4.029605	31.764900	0	0	0	0.000	1	440	63	440	63	19	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_073.txt
no_draft	case_074	15	128	4.019912	31.841493	0	0	0	0.000	1	453	71	453	71	8	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_074.txt
no_draft	case_075	16	128	4.028627	31.772611	0	0	0	0.000	1	426	68	426	68	12	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_075.txt
no_draft	case_076	22	128	4.024669	31.803858	0	0	0	0.000	1	466	65	466	65	13	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_076.txt
no_draft	case_077	24	128	4.027226	31.783664	0	0	0	0.000	1	481	72	481	72	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_077.txt
no_draft	case_078	28	128	4.050491	31.601107	0	0	0	0.000	1	473	68	473	68	5	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_078.txt
no_draft	case_079	20	128	4.030021	31.761621	0	0	0	0.000	1	458	76	458	76	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_079.txt
no_draft	case_080	13	16	0.502055	31.869018	0	0	0	0.000	1	84	14	84	14	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_080.txt
no_draft	case_081	13	128	4.046411	31.632971	0	0	0	0.000	1	580	99	580	99	32	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_081.txt
no_draft	case_082	16	128	4.022399	31.821806	0	0	0	0.000	1	576	85	576	85	15	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_082.txt
no_draft	case_083	19	24	0.758106	31.657842	0	0	0	0.000	1	106	15	106	15	3	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_083.txt
no_draft	case_084	23	21	0.665226	31.568219	0	0	0	0.000	1	106	16	106	16	3	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_084.txt
no_draft	case_085	18	109	3.432123	31.758769	0	0	0	0.000	1	653	88	653	88	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_085.txt
no_draft	case_086	16	128	4.014185	31.886921	0	0	0	0.000	1	659	106	659	106	1	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_086.txt
no_draft	case_087	12	128	4.039285	31.688777	0	0	0	0.000	1	592	90	592	90	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_087.txt
no_draft	case_088	14	128	4.019227	31.846920	0	0	0	0.000	1	573	80	573	80	6	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_088.txt
no_draft	case_089	12	128	4.021593	31.828184	0	0	0	0.000	1	523	92	523	92	13	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_089.txt
no_draft	case_090	17	128	4.021626	31.827922	0	0	0	0.000	1	621	90	621	90	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_090.txt
no_draft	case_091	14	128	4.020706	31.835205	0	0	0	0.000	1	583	104	583	104	7	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_091.txt
no_draft	case_092	15	128	4.021247	31.830922	0	0	0	0.000	1	521	80	521	80	23	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_092.txt
no_draft	case_093	17	128	4.031991	31.746103	0	0	0	0.000	1	595	99	595	99	11	1	0	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_093.txt
no_draft	case_094	16	7	0.219322	31.916543	0	0	0	0.000	1	30	6	30	6	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_094.txt
no_draft	case_095	17	13	0.409861	31.718070	0	0	0	0.000	1	36	6	36	6	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_095.txt
no_draft	case_096	15	11	0.346271	31.767026	0	0	0	0.000	1	49	8	49	8	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_096.txt
no_draft	case_097	22	10	0.315491	31.696625	0	0	0	0.000	1	33	6	33	6	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_097.txt
no_draft	case_098	20	8	0.252086	31.735201	0	0	0	0.000	1	17	5	17	5	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_098.txt
no_draft	case_099	22	15	0.469300	31.962497	0	0	0	0.000	1	54	9	54	9	1	1	1	bench-results/dspark_quality_20260630_090516/no_draft/outputs/case_099.txt
strict_byte	case_000	17	128	4.241494	30.178046	168	93	34	55.357	1	489	87	489	87	8	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_000.txt
strict_byte	case_001	18	128	4.187672	30.565909	186	90	38	48.387	1	429	59	429	59	12	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_001.txt
strict_byte	case_002	19	128	4.437705	28.843738	180	92	36	51.111	1	600	96	600	96	13	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_002.txt
strict_byte	case_003	19	128	5.021401	25.490894	241	79	49	32.780	1	605	93	605	93	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_003.txt
strict_byte	case_004	15	128	4.250962	30.110831	179	92	36	51.397	1	533	82	533	82	10	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_004.txt
strict_byte	case_005	14	128	4.017670	31.859262	166	94	34	56.627	1	501	80	501	80	16	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_005.txt
strict_byte	case_006	18	128	4.347611	29.441456	176	92	36	52.273	1	579	77	579	77	10	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_006.txt
strict_byte	case_007	14	128	4.898888	26.128379	231	81	47	35.065	1	652	95	652	95	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_007.txt
strict_byte	case_008	20	128	4.693472	27.271922	223	82	46	36.771	1	567	87	567	87	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_008.txt
strict_byte	case_009	17	128	4.544678	28.164812	190	89	38	46.842	1	521	85	521	85	12	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_009.txt
strict_byte	case_010	26	128	4.525137	28.286436	200	87	41	43.500	1	392	67	392	67	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_010.txt
strict_byte	case_011	21	128	4.178765	30.631060	174	93	35	53.448	1	480	66	480	66	22	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_011.txt
strict_byte	case_012	22	128	4.315277	29.662059	171	93	35	54.386	1	484	75	484	75	10	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_012.txt
strict_byte	case_013	22	128	4.513804	28.357456	205	85	42	41.463	1	439	73	439	73	3	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_013.txt
strict_byte	case_014	21	128	4.870376	26.281338	226	81	46	35.841	1	487	76	487	76	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_014.txt
strict_byte	case_015	22	128	4.483288	28.550475	188	89	39	47.340	1	444	69	444	69	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_015.txt
strict_byte	case_016	19	128	4.779907	26.778764	226	82	46	36.283	1	504	72	504	72	5	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_016.txt
strict_byte	case_017	26	128	4.333166	29.539602	200	87	41	43.500	1	499	68	499	68	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_017.txt
strict_byte	case_018	25	128	4.452392	28.748592	225	82	46	36.444	1	487	62	487	62	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_018.txt
strict_byte	case_019	19	128	5.355672	23.899895	269	74	54	27.509	1	487	78	487	78	5	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_019.txt
strict_byte	case_020	18	128	4.249768	30.119291	190	89	38	46.842	1	526	90	526	90	12	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_020.txt
strict_byte	case_021	18	128	3.409470	37.542492	135	100	28	74.074	1	478	89	478	89	19	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_021.txt
strict_byte	case_022	16	128	4.564816	28.040561	232	81	47	34.914	1	590	95	590	95	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_022.txt
strict_byte	case_023	14	128	4.789407	26.725647	206	86	42	41.748	1	584	95	584	95	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_023.txt
strict_byte	case_024	15	128	5.085005	25.172050	221	83	45	37.557	1	621	94	621	94	10	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_024.txt
strict_byte	case_025	20	128	4.031135	31.752844	181	90	37	49.724	1	474	85	474	85	16	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_025.txt
strict_byte	case_026	17	128	5.004701	25.575953	248	77	51	31.048	1	647	89	647	89	13	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_026.txt
strict_byte	case_027	14	128	4.561741	28.059462	194	88	39	45.361	1	651	97	651	97	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_027.txt
strict_byte	case_028	16	128	4.588519	27.895711	223	83	45	37.220	1	581	87	581	87	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_028.txt
strict_byte	case_029	18	128	5.119950	25.000244	235	80	47	34.043	1	593	89	593	89	6	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_029.txt
strict_byte	case_030	23	128	4.360982	29.351187	175	91	36	52.000	1	537	79	537	79	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_030.txt
strict_byte	case_031	22	128	3.585283	35.701505	135	101	27	74.815	1	451	78	451	78	15	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_031.txt
strict_byte	case_032	18	128	4.462767	28.681757	195	89	39	45.641	1	475	70	475	70	10	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_032.txt
strict_byte	case_033	15	128	4.747657	26.960667	233	80	48	34.335	1	499	77	499	77	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_033.txt
strict_byte	case_034	22	128	4.142497	30.899238	155	96	31	61.935	1	408	40	408	40	15	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_034.txt
strict_byte	case_035	23	128	4.437419	28.845597	186	90	38	48.387	1	465	77	465	77	12	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_035.txt
strict_byte	case_036	21	128	4.344637	29.461610	215	85	43	39.535	1	436	65	436	65	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_036.txt
strict_byte	case_037	18	128	4.870861	26.278722	255	76	52	29.804	1	517	76	517	76	5	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_037.txt
strict_byte	case_038	26	128	4.575323	27.976167	207	86	42	41.546	1	450	71	450	71	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_038.txt
strict_byte	case_039	23	128	4.656418	27.488941	208	84	43	40.385	1	477	70	477	70	8	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_039.txt
strict_byte	case_040	21	128	5.117214	25.013611	233	80	47	34.335	1	541	83	541	83	5	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_040.txt
strict_byte	case_041	15	128	4.934622	25.939170	222	83	45	37.387	1	570	93	570	93	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_041.txt
strict_byte	case_042	14	128	4.446837	28.784505	207	86	42	41.546	1	445	76	445	76	16	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_042.txt
strict_byte	case_043	18	128	3.253747	39.339260	121	103	25	85.124	1	481	58	481	58	22	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_043.txt
strict_byte	case_044	20	128	4.061533	31.515194	182	91	37	50.000	1	522	77	522	77	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_044.txt
strict_byte	case_045	18	128	5.059039	25.301248	242	78	49	32.231	1	644	100	644	100	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_045.txt
strict_byte	case_046	19	128	4.453899	28.738865	196	88	40	44.898	1	535	92	535	92	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_046.txt
strict_byte	case_047	16	128	4.472490	28.619404	219	84	44	38.356	1	605	96	605	96	12	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_047.txt
strict_byte	case_048	18	128	4.861419	26.329761	199	88	40	44.221	1	610	90	610	90	8	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_048.txt
strict_byte	case_049	18	128	4.266062	30.004252	203	86	41	42.365	1	624	100	624	100	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_049.txt
strict_byte	case_050	27	128	4.233292	30.236516	185	89	38	48.108	1	482	75	482	75	5	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_050.txt
strict_byte	case_051	21	128	5.120511	24.997505	243	78	49	32.099	1	466	72	466	72	9	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_051.txt
strict_byte	case_052	19	128	4.850635	26.388298	212	85	43	40.094	1	459	72	459	72	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_052.txt
strict_byte	case_053	22	128	3.820905	33.499917	159	96	32	60.377	1	411	50	411	50	31	3	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_053.txt
strict_byte	case_054	24	128	4.783031	26.761273	215	83	44	38.605	1	431	64	431	64	10	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_054.txt
strict_byte	case_055	25	128	5.076329	25.215072	231	80	48	34.632	1	500	70	500	70	8	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_055.txt
strict_byte	case_056	18	128	4.872144	26.271801	229	82	46	35.808	1	486	73	486	73	6	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_056.txt
strict_byte	case_057	22	128	5.109653	25.050625	213	84	43	39.437	1	443	75	443	75	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_057.txt
strict_byte	case_058	25	128	4.230924	30.253439	190	90	38	47.368	1	446	74	446	74	11	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_058.txt
strict_byte	case_059	23	128	4.811500	26.602930	198	87	40	43.939	1	486	74	486	74	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_059.txt
strict_byte	case_060	17	128	3.278693	39.039947	132	101	27	76.515	1	405	63	405	63	16	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_060.txt
strict_byte	case_061	16	128	4.890066	26.175516	214	85	43	39.720	1	596	100	596	100	13	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_061.txt
strict_byte	case_062	14	128	4.465472	28.664383	187	89	38	47.594	1	620	87	620	87	7	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_062.txt
strict_byte	case_063	15	128	3.690715	34.681627	137	100	28	72.993	1	465	68	465	68	20	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_063.txt
strict_byte	case_064	12	128	4.222075	30.316847	175	92	35	52.571	1	528	95	528	95	12	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_064.txt
strict_byte	case_065	15	128	4.444562	28.799238	210	85	42	40.476	1	536	96	536	96	12	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_065.txt
strict_byte	case_066	16	128	4.479972	28.571607	220	83	44	37.727	1	579	84	579	84	17	1	0	bench-results/dspark_quality_20260630_090516/strict_byte/outputs/case_066.txt
