label	budget	path	generation_tps	generated_tokens	decode_s	acceptance_pct	accepted	draft_slots	draft_tps	verify_proposed_tps	verify_accepted_tps	block_ms	draft_ms	verify_ms	overhead_ms	commit_ms	tau	blocks	decode_eq_draft	decode_eq_verify	decode_eq_overhead	decode_eq_block	baseline_decode_ms	unified_backend	unified_active_n	tfwd_decode_calls	tfwd_decode_avg_ms	tfwd_verify_calls	tfwd_verify_avg_ms	tfwd_verify_min_ms	tfwd_verify_max_ms	tfwd_failed_calls	tfwd_n1_avg_ms	tfwd_n2_avg_ms	tfwd_n3_avg_ms	tfwd_n4_avg_ms	tfwd_n5_avg_ms	disp_n	disp_total	disp_attn	disp_kv	disp_comp	disp_index	disp_heads	disp_output_hc	disp_ffn_pre	disp_router	disp_routed_moe	disp_ordered_sum	disp_shared	disp_post_hc	disp_target_hidden	disp_head	disp_topk	disp_read	route_n	route_slots	route_unique	route_reuse	route_dup_pct	route_pair_overlap	route_max_multiplicity	route_unique_min	route_unique_max	route_reuse125_layers	route_reuse150_layers
dspark_b2	2	bench-results/dspark_phase0_planc_backend_smoke/dspark_b2.err	31.51	8	0.254	100.0	5	5	201.4	37.4	37.4	54.28	8.27	44.57	1.43	0.94	2.67	3	0.27	1.47	0.05	1.79	30.30																																											
dspark_unified_strict_v1_b2	2	bench-results/dspark_phase0_planc_backend_smoke/dspark_unified_strict_v1_b2.err	31.55	8	0.254	100.0	5	5	171.6	34.6	34.6	36.05	5.83	28.94	1.28	0.00	2.00	1	0.19	0.95	0.04	1.19	30.30	strict_v1	2	3	30.259	2	50.706	45.184	56.228	1	30.259	50.706																																
