label	budget	path	generation_tps	generated_tokens	decode_s	acceptance_pct	accepted	draft_slots	draft_tps	verify_proposed_tps	verify_accepted_tps	block_ms	draft_ms	verify_ms	overhead_ms	commit_ms	tau	blocks	decode_eq_draft	decode_eq_verify	decode_eq_overhead	decode_eq_block	baseline_decode_ms	unified_backend	unified_active_n	tfwd_decode_calls	tfwd_decode_avg_ms	tfwd_verify_calls	tfwd_verify_avg_ms	tfwd_verify_min_ms	tfwd_verify_max_ms	tfwd_failed_calls	tfwd_n1_avg_ms	tfwd_n2_avg_ms	tfwd_n3_avg_ms	tfwd_n4_avg_ms	tfwd_n5_avg_ms	disp_n	disp_total	disp_attn	disp_kv	disp_comp	disp_index	disp_heads	disp_output_hc	disp_ffn_pre	disp_router	disp_routed_moe	disp_ordered_sum	disp_shared	disp_post_hc	disp_target_hidden	disp_head	disp_topk	disp_read	route_n	route_slots	route_unique	route_reuse	route_dup_pct	route_pair_overlap	route_max_multiplicity	route_unique_min	route_unique_max	route_reuse125_layers	route_reuse150_layers	sp_block	sp_path	sp_n	sp_layers	sp_calls	sp_indexed	sp_avg_rows	sp_raw_row_keys	sp_raw_shared_est	sp_raw_saved	sp_raw_reuse	sp_raw_common_row_keys	sp_comp_row_keys	sp_comp_shared_est	sp_comp_saved	sp_comp_reuse	sp_comp_common_row_keys	ar_block	ar_calls	ar_indexed	ar_rows	ar_max_n	ar_raw_only	ar_mixed	ar_raw_same_count	ar_raw_same_start	ar_comp_same_count	ar_raw_row_keys	ar_raw_shared_est	ar_raw_reuse	ar_comp_row_keys	ar_comp_shared_est	ar_comp_reuse	ar_zero_comp_rows	ar_pad_rows	ar_ring_rows	ar_raw_min	ar_raw_max	ar_comp_min	ar_comp_max
baseline		bench-results/dspark_phase0_attn_rows_shape_sweep_200046/baseline.err	33.47	64	1.912																																																																																																					
dspark_b2	2	bench-results/dspark_phase0_attn_rows_shape_sweep_200046/dspark_b2.err	33.18	64	1.929	87.0	40	46	218.0	47.7	41.5	52.65	9.18	41.95	1.53	1.03	2.74	23	0.31	1.40	0.05	1.76	29.88																																												1	hybrid	2	43	43	0	2.00	1849	946	903	1.95	1806	210	105	105	2.00	210	1	43	0	86	2	21	22	0	43	43	1861	952	1.95	222	111	2.00	42	86	0	21	25	0	6
dspark_b3	3	bench-results/dspark_phase0_attn_rows_shape_sweep_200046/dspark_b3.err	35.79	64	1.788	75.9	44	58	256.5	61.3	46.5	60.22	11.31	47.27	1.64	1.16	3.20	20	0.38	1.58	0.05	2.02	29.88																																												1	hybrid	3	43	43	0	3.00	2838	1032	1806	2.75	2709	315	105	210	3.00	315	1	43	0	129	3	21	22	0	43	43	2862	1040	2.75	333	111	3.00	63	128	0	21	27	0	6
dspark_b4	4	bench-results/dspark_phase0_attn_rows_shape_sweep_200046/dspark_b4.err	37.72	64	1.697	78.7	48	61	279.5	61.7	48.5	77.21	13.64	61.83	1.74	1.26	4.00	16	0.46	2.07	0.06	2.58	29.88																																												1	hybrid	4	43	43	0	4.00	3870	1161	2709	3.33	3612	441	126	315	3.50	420	1	43	0	172	4	21	22	0	43	21	3910	1171	3.34	467	134	3.49	84	171	0	21	29	0	7
dspark_b5	5	bench-results/dspark_phase0_attn_rows_shape_sweep_200046/dspark_b5.err	37.42	64	1.710	70.0	49	70	286.1	69.4	48.6	85.31	16.31	67.21	1.78	1.35	4.27	15	0.55	2.25	0.06	2.86	29.88																																												1	hybrid	5	43	43	0	5.00	4945	1333	3612	3.71	4515	567	147	420	3.86	525	1	43	0	215	5	21	22	0	43	21	4995	1343	3.72	600	156	3.85	105	214	0	21	30	0	7
