path	chars	lines	unique_lines	max_repeated_line_run	max_duplicate_declaration_count	duplicate_declaration_names	max_duplicate_css_selector_count	duplicate_css_selectors	malformed_assignment_lines	malformed_html_lines	malformed_css_lines	max_4gram_count	max_8gram_count	suspect
bench-results/dspark_static_budget_233127/b4/run.out	3774	116	100	1	2	game:2	0		0	0	0	4	3	0
