label	budget	path	generation_tps	generated_tokens	decode_s	acceptance_pct	accepted	draft_slots	draft_tps	verify_proposed_tps	verify_accepted_tps	block_ms	draft_ms	verify_ms	overhead_ms	commit_ms	tau	blocks	decode_eq_draft	decode_eq_verify	decode_eq_overhead	decode_eq_block	baseline_decode_ms	unified_backend	unified_active_n	tfwd_decode_calls	tfwd_decode_avg_ms	tfwd_verify_calls	tfwd_verify_avg_ms	tfwd_verify_min_ms	tfwd_verify_max_ms	tfwd_failed_calls	tfwd_n1_avg_ms	tfwd_n2_avg_ms	tfwd_n3_avg_ms	tfwd_n4_avg_ms	tfwd_n5_avg_ms	disp_n	disp_total	disp_attn	disp_kv	disp_comp	disp_index	disp_heads	disp_output_hc	disp_ffn_pre	disp_router	disp_routed_moe	disp_ordered_sum	disp_shared	disp_post_hc	disp_target_hidden	disp_head	disp_topk	disp_read	route_n	route_slots	route_unique	route_reuse	route_dup_pct	route_pair_overlap	route_max_multiplicity	route_unique_min	route_unique_max	route_reuse125_layers	route_reuse150_layers
dspark_b2	2	bench-results/dspark_phase0_planc_backend_smoke_after_perf/dspark_b2.err	31.58	8	0.253	100.0	5	5	196.1	38.1	38.1	53.50	8.50	43.70	1.30	0.77	2.67	3	0.28	1.44	0.04	1.77	30.30																																											
dspark_unified_strict_v1_b2	2	bench-results/dspark_phase0_planc_backend_smoke_after_perf/dspark_unified_strict_v1_b2.err	31.42	8	0.255	100.0	5	5	197.7	38.6	38.6	53.31	8.43	43.13	1.76	0.97	2.67	3	0.28	1.42	0.06	1.76	30.30	strict_v1	2	3	31.388	2	50.121	45.276	54.966	1	31.388	50.121																																
